  5   6   9   2   1   7   4   0  11   3  10  12   8   6 
  5   7   2   1   7   4   0  11   3  10  12   8   6   9 
  5   8   1   7   4   0  11   3  10  12   8   6   9   2 
  5   9   7   4   0  11   3  10  12   8   6   9   2   1 
  5  10   4   0  11   3  10  12   8   6   9   2   1   7 
  5  11   0  11   3  10  12   8   6   9   2   1   7   4 
  5  12  11   3  10  12   8   6   9   2   1   7   4   0 
  6   0   6   6   6   6   6   6   6   6   6   6   6   6 
  6   1  12   4  11   1   9   7  10   3   2   8   5   0 
  6   2   4  11   1   9   7  10   3   2   8   5   0  12 
  6   3  11   1   9   7  10   3   2   8   5   0  12   4 
  6   4   1   9   7  10   3   2   8   5   0  12   4  11 
  6   5   9   7  10   3   2   8   5   0  12   4  11   1 
  6   6   7  10   3   2   8   5   0  12   4  11   1   9 
  6   7  10   3   2   8   5   0  12   4  11   1   9   7 
  6   8   3   2   8   5   0  12   4  11   1   9   7  10 
  6   9   2   8   5   0  12   4  11   1   9   7  10   3 
  6  10   8   5   0  12   4  11   1   9   7  10   3   2 
  6  11   5   0  12   4  11   1   9   7  10   3   2   8 
  6  12   0  12   4  11   1   9   7  10   3   2   8   5 
  7   0   7   7   7   7   7   7   7   7   7   7   7   7 
  7   1   0   1   5  12   2  10   8  11   4   3   9   6 
  7   2   1   5  12   2  10   8  11   4   3   9   6   0 
  7   3   5  12   2  10   8  11   4   3   9   6   0   1 
  7   4  12   2  10   8  11   4   3   9   6   0   1   5 
  7   5   2  10   8  11   4   3   9   6   0   1   5  12 
  7   6  10   8  11   4   3   9   6   0   1   5  12   2 
  7   7   8  11   4   3   9   6   0   1   5  12   2  10 
  7   8  11   4   3   9   6   0   1   5  12   2  10   8 
  7   9   4   3   9   6   0   1   5  12   2  10   8  11 
  7  10   3   9   6   0   1   5  12   2  10   8  11   4 
  7  11   9   6   0   1   5  12   2  10   8  11   4   3 
  7  12   6   0   1   5  12   2  10   8  11   4   3   9 
  8   0   8   8   8   8   8   8   8   8   8   8   8   8 
  8   1   7   0   2   6   1   3  11   9  12   5   4  10 
  8   2   0   2   6   1   3  11   9  12   5   4  10   7 
  8   3   2   6   1   3  11   9  12   5   4  10   7   0 
  8   4   6   1   3  11   9  12   5   4  10   7   0   2 
  8   5   1   3  11   9  12   5   4  10   7   0   2   6 
  8   6   3  11   9  12   5   4  10   7   0   2   6   1 
  8   7  11   9  12   5   4  10   7   0   2   6   1   3 
  8   8   9  12   5   4  10   7   0   2   6   1   3  11 
  8   9  12   5   4  10   7   0   2   6   1   3  11   9 
  8  10   5   4  10   7   0   2   6   1   3  11   9  12 
  8  11   4  10   7   0   2   6   1   3  11   9  12   5 
  8  12  10   7   0   2   6   1   3  11   9  12   5   4 
  9   0   9   9   9   9   9   9   9   9   9   9   9   9 
  9   1  11   8   0   3   7   2   4  12  10   1   6   5 
  9   2   8   0   3   7   2   4  12  10   1   6   5  11 
  9   3   0   3   7   2   4  12  10   1   6   5  11   8 
  9   4   3   7   2   4  12  10   1   6   5  11   8   0 
  9   5   7   2   4  12  10   1   6   5  11   8   0   3 
  9   6   2   4  12  10   1   6   5  11   8   0   3   7 
  9   7   4  12  10   1   6   5  11   8   0   3   7   2 
  9   8  12  10   1   6   5  11   8   0   3   7   2   4 
  9   9  10   1   6   5  11   8   0   3   7   2   4  12 
  9  10   1   6   5  11   8   0   3   7   2   4  12  10 
  9  11   6   5  11   8   0   3   7   2   4  12  10   1 
  9  12   5  11   8   0   3   7   2   4  12  10   1   6 
 10   0  10  10  10  10  10  10  10  10  10  10  10  10 
 10   1   6  12   9   0   4   8   3   5   1  11   2   7 
 10   2  12   9   0   4   8   3   5   1  11   2   7   6 
 10   3   9   0   4   8   3   5   1  11   2   7   6  12 
 10   4   0   4   8   3   5   1  11   2   7   6  12   9 
 10   5   4   8   3   5   1  11   2   7   6  12   9   0 
 10   6   8   3   5   1  11   2   7   6  12   9   0   4 
 10   7   3   5   1  11   2   7   6  12   9   0   4   8 
 10   8   5   1  11   2   7   6  12   9   0   4   8   3 
 10   9   1  11   2   7   6  12   9   0   4   8   3   5 
 10  10  11   2   7   6  12   9   0   4   8   3   5   1 
 10  11   2   7   6  12   9   0   4   8   3   5   1  11 
 10  12   7   6  12   9   0   4   8   3   5   1  11   2 
 11   0  11  11  11  11  11  11  11  11  11  11  11  11 
 11   1   8   7   1  10   0   5   9   4   6   2  12   3 
 11   2   7   1  10   0   5   9   4   6   2  12   3   8 
 11   3   1  10   0   5   9   4   6   2  12   3   8   7 
 11   4  10   0   5   9   4   6   2  12   3   8   7   1 
 11   5   0   5   9   4   6   2  12   3   8   7   1  10 
 11   6   5   9   4   6   2  12   3   8   7   1  10   0 
 11   7   9   4   6   2  12   3   8   7   1  10   0   5 
 11   8   4   6   2  12   3   8   7   1  10   0   5   9 
 11   9   6   2  12   3   8   7   1  10   0   5   9   4 
 11  10   2  12   3   8   7   1  10   0   5   9   4   6 
 11  11  12   3   8   7   1  10   0   5   9   4   6   2 
 11  12   3   8   7   1  10   0   5   9   4   6   2  12 
 12   0  12  12  12  12  12  12  12  12  12  12  12  12 
 12   1   4   9   8   2  11   0   6  10   5   7   3   1 
 12   2   9   8   2  11   0   6  10   5   7   3   1   4 
 12   3   8   2  11   0   6  10   5   7   3   1   4   9 
 12   4   2  11   0   6  10   5   7   3   1   4   9   8 
 12   5  11   0   6  10   5   7   3   1   4   9   8   2 
 12   6   0   6  10   5   7   3   1   4   9   8   2  11 
 12   7   6  10   5   7   3   1   4   9   8   2  11   0 
 12   8  10   5   7   3   1   4   9   8   2  11   0   6 
 12   9   5   7   3   1   4   9   8   2  11   0   6  10 
 12  10   7   3   1   4   9   8   2  11   0   6  10   5 
 12  11   3   1   4   9   8   2  11   0   6  10   5   7 
 12  12   1   4   9   8   2  11   0   6  10   5   7   3 
